Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulde_x,LShoulde_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y
0.121043659,0.503669113,0.140365182,0.575717145,0.070807699,0.575717145,0.020571739,0.671781187,0.059214785,0.76784523,0.209922664,0.575717145,0.271751538,0.679786525,0.217651274,0.791861241,0.109450745,0.775850567,0.070807699,0.831887925,0.090129222,0.991994663,0.186736837,0.76784523,0.209922664,0.847898599,0.20605836,0.991994663,0.109450745,0.487658439,0.132636573,0.479653102,0.090129222,0.495663776,0.163551009,0.479653102
0.124907963,0.471647765,0.140365182,0.551701134,0.070807699,0.551701134,0.032164653,0.655770514,0.059214785,0.759839893,0.209922664,0.559706471,0.264022929,0.66377585,0.221515578,0.775850567,0.10558644,0.751834556,0.070807699,0.839893262,0.086264917,0.991994663,0.190601141,0.735823883,0.213786969,0.839893262,0.20605836,0.991994663,0.11331505,0.455637091,0.136500877,0.455637091,0.093993527,0.471647765,0.167415314,0.463642428
0.128772268,0.447631754,0.140365182,0.53569046,0.070807699,0.53569046,0.036028958,0.639759839,0.06307909,0.751834556,0.213786969,0.53569046,0.252430015,0.647765177,0.221515578,0.759839893,0.101722136,0.735823883,0.070807699,0.839893262,0.090129222,0.991994663,0.190601141,0.727818545,0.213786969,0.839893262,0.20605836,1,0.11331505,0.431621081,0.140365182,0.431621081,0.093993527,0.447631754,0.167415314,0.439626418
0.128772268,0.423615744,0.140365182,0.51167445,0.074672004,0.519679786,0.043757567,0.639759839,0.066943394,0.735823883,0.213786969,0.519679786,0.240837101,0.631754503,0.221515578,0.743829219,0.10558644,0.719813209,0.074672004,0.831887925,0.090129222,0.991994663,0.186736837,0.711807872,0.209922664,0.831887925,0.202194055,0.991994663,0.117179354,0.40760507,0.140365182,0.40760507,0.097857831,0.431621081,0.167415314,0.415610407
0.132636573,0.40760507,0.144229486,0.495663776,0.074672004,0.503669113,0.051486176,0.623749166,0.070807699,0.727818545,0.213786969,0.495663776,0.236972797,0.623749166,0.217651274,0.719813209,0.10558644,0.711807872,0.082400613,0.831887925,0.093993527,0.991994663,0.190601141,0.695797198,0.209922664,0.831887925,0.202194055,0.983989326,0.121043659,0.391594396,0.144229486,0.391594396,0.101722136,0.40760507,0.171279619,0.40760507
0.132636573,0.383589059,0.144229486,0.479653102,0.078536308,0.487658439,0.059214785,0.599733155,0.078536308,0.711807872,0.213786969,0.479653102,0.233108492,0.591727818,0.213786969,0.695797198,0.109450745,0.695797198,0.082400613,0.831887925,0.093993527,0.991994663,0.190601141,0.687791861,0.202194055,0.823882588,0.198329751,0.975983989,0.121043659,0.375583722,0.144229486,0.367578386,0.101722136,0.399599733,0.171279619,0.391594396
0.136500877,0.367578386,0.148093791,0.463642428,0.078536308,0.471647765,0.059214785,0.591727818,0.082400613,0.695797198,0.217651274,0.463642428,0.236972797,0.575717145,0.209922664,0.679786525,0.109450745,0.687791861,0.086264917,0.831887925,0.090129222,0.983989326,0.194465446,0.671781187,0.202194055,0.823882588,0.198329751,0.975983989,0.124907963,0.359573049,0.148093791,0.359573049,0.10558644,0.383589059,0.175143923,0.375583722
0.136500877,0.359573049,0.148093791,0.455637091,0.082400613,0.455637091,0.059214785,0.575717145,0.086264917,0.687791861,0.217651274,0.447631754,0.236972797,0.567711808,0.209922664,0.671781187,0.11331505,0.679786525,0.090129222,0.823882588,0.093993527,0.983989326,0.194465446,0.671781187,0.20605836,0.815877252,0.198329751,0.975983989,0.128772268,0.351567712,0.148093791,0.343562375,0.10558644,0.375583722,0.175143923,0.359573049
0.140365182,0.351567712,0.148093791,0.447631754,0.082400613,0.447631754,0.06307909,0.567711808,0.090129222,0.671781187,0.221515578,0.439626418,0.244701406,0.559706471,0.20605836,0.66377585,0.11331505,0.679786525,0.090129222,0.823882588,0.093993527,0.983989326,0.198329751,0.66377585,0.209922664,0.807871914,0.198329751,0.975983989,0.128772268,0.335557038,0.1558224,0.335557038,0.109450745,0.359573049,0.179008228,0.351567712
0.140365182,0.343562375,0.151958096,0.439626418,0.082400613,0.447631754,0.06307909,0.575717145,0.090129222,0.66377585,0.221515578,0.439626418,0.24856571,0.543695797,0.20605836,0.655770514,0.11331505,0.679786525,0.093993527,0.823882588,0.090129222,0.983989326,0.198329751,0.66377585,0.209922664,0.815877252,0.202194055,0.983989326,0.128772268,0.335557038,0.1558224,0.327551701,0.109450745,0.351567712,0.179008228,0.343562375
0.144229486,0.335557038,0.151958096,0.431621081,0.082400613,0.439626418,0.059214785,0.567711808,0.090129222,0.655770514,0.221515578,0.439626418,0.25629432,0.53569046,0.209922664,0.647765177,0.11331505,0.679786525,0.093993527,0.823882588,0.086264917,0.983989326,0.198329751,0.66377585,0.20605836,0.815877252,0.20605836,0.983989326,0.132636573,0.327551701,0.1558224,0.319546364,0.109450745,0.351567712,0.182872532,0.343562375
0.144229486,0.335557038,0.151958096,0.431621081,0.082400613,0.439626418,0.059214785,0.559706471,0.090129222,0.655770514,0.221515578,0.431621081,0.25629432,0.543695797,0.213786969,0.647765177,0.117179354,0.671781187,0.093993527,0.831887925,0.090129222,0.983989326,0.198329751,0.66377585,0.20605836,0.815877252,0.20605836,0.983989326,0.132636573,0.327551701,0.1558224,0.319546364,0.11331505,0.343562375,0.179008228,0.343562375
0.148093791,0.327551701,0.151958096,0.431621081,0.086264917,0.431621081,0.06307909,0.559706471,0.086264917,0.647765177,0.221515578,0.431621081,0.25629432,0.543695797,0.213786969,0.647765177,0.117179354,0.671781187,0.097857831,0.823882588,0.086264917,0.991994663,0.202194055,0.655770514,0.20605836,0.815877252,0.20605836,0.983989326,0.136500877,0.319546364,0.1558224,0.311541027,0.11331505,0.343562375,0.179008228,0.335557038
0.148093791,0.327551701,0.151958096,0.431621081,0.082400613,0.431621081,0.06307909,0.559706471,0.082400613,0.647765177,0.217651274,0.431621081,0.260158624,0.53569046,0.225379883,0.639759839,0.117179354,0.66377585,0.097857831,0.823882588,0.090129222,0.991994663,0.198329751,0.655770514,0.20605836,0.823882588,0.20605836,0.983989326,0.132636573,0.319546364,0.1558224,0.311541027,0.11331505,0.343562375,0.179008228,0.335557038
0.144229486,0.327551701,0.151958096,0.431621081,0.082400613,0.431621081,0.06307909,0.551701134,0.078536308,0.647765177,0.217651274,0.431621081,0.260158624,0.53569046,0.229244187,0.639759839,0.11331505,0.66377585,0.097857831,0.831887925,0.090129222,0.991994663,0.202194055,0.66377585,0.20605836,0.823882588,0.20605836,0.983989326,0.132636573,0.319546364,0.1558224,0.319546364,0.11331505,0.343562375,0.179008228,0.335557038
0.144229486,0.327551701,0.148093791,0.423615744,0.082400613,0.431621081,0.06307909,0.551701134,0.074672004,0.655770514,0.217651274,0.431621081,0.25629432,0.543695797,0.233108492,0.639759839,0.11331505,0.671781187,0.097857831,0.831887925,0.090129222,0.991994663,0.202194055,0.66377585,0.20605836,0.815877252,0.20605836,0.983989326,0.132636573,0.319546364,0.1558224,0.311541027,0.11331505,0.343562375,0.179008228,0.335557038
0.144229486,0.327551701,0.148093791,0.431621081,0.082400613,0.431621081,0.059214785,0.543695797,0.070807699,0.647765177,0.217651274,0.431621081,0.25629432,0.53569046,0.240837101,0.639759839,0.109450745,0.66377585,0.093993527,0.831887925,0.090129222,0.991994663,0.198329751,0.655770514,0.20605836,0.815877252,0.20605836,0.983989326,0.132636573,0.319546364,0.1558224,0.311541027,0.109450745,0.343562375,0.179008228,0.335557038
0.144229486,0.327551701,0.148093791,0.431621081,0.082400613,0.431621081,0.059214785,0.543695797,0.066943394,0.647765177,0.217651274,0.431621081,0.24856571,0.527685123,0.24856571,0.647765177,0.109450745,0.671781187,0.097857831,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.202194055,0.815877252,0.20605836,0.983989326,0.128772268,0.319546364,0.1558224,0.311541027,0.109450745,0.343562375,0.179008228,0.327551701
0.140365182,0.327551701,0.144229486,0.431621081,0.082400613,0.431621081,0.055350481,0.543695797,0.059214785,0.647765177,0.213786969,0.431621081,0.244701406,0.53569046,0.25629432,0.655770514,0.109450745,0.671781187,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.20605836,0.815877252,0.20605836,0.983989326,0.128772268,0.319546364,0.151958096,0.311541027,0.109450745,0.343562375,0.175143923,0.327551701
0.140365182,0.319546364,0.144229486,0.423615744,0.082400613,0.431621081,0.055350481,0.53569046,0.055350481,0.639759839,0.213786969,0.431621081,0.244701406,0.53569046,0.260158624,0.639759839,0.10558644,0.66377585,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.128772268,0.311541027,0.151958096,0.311541027,0.109450745,0.343562375,0.175143923,0.327551701
0.140365182,0.319546364,0.144229486,0.423615744,0.078536308,0.431621081,0.055350481,0.53569046,0.051486176,0.647765177,0.213786969,0.423615744,0.244701406,0.53569046,0.260158624,0.647765177,0.10558644,0.66377585,0.097857831,0.831887925,0.090129222,0.991994663,0.190601141,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.128772268,0.319546364,0.151958096,0.311541027,0.10558644,0.335557038,0.175143923,0.327551701
0.140365182,0.319546364,0.144229486,0.423615744,0.078536308,0.431621081,0.051486176,0.543695797,0.051486176,0.647765177,0.209922664,0.423615744,0.244701406,0.53569046,0.260158624,0.647765177,0.101722136,0.655770514,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.128772268,0.311541027,0.151958096,0.30353569,0.10558644,0.335557038,0.171279619,0.327551701
0.136500877,0.319546364,0.140365182,0.423615744,0.078536308,0.439626418,0.051486176,0.551701134,0.043757567,0.647765177,0.209922664,0.431621081,0.24856571,0.53569046,0.264022929,0.647765177,0.101722136,0.655770514,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.124907963,0.311541027,0.148093791,0.30353569,0.10558644,0.335557038,0.171279619,0.327551701
0.136500877,0.319546364,0.140365182,0.431621081,0.078536308,0.439626418,0.047621871,0.551701134,0.043757567,0.647765177,0.209922664,0.431621081,0.24856571,0.53569046,0.260158624,0.631754503,0.101722136,0.66377585,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.20605836,0.815877252,0.213786969,0.983989326,0.124907963,0.311541027,0.148093791,0.311541027,0.10558644,0.335557038,0.171279619,0.335557038
0.132636573,0.319546364,0.140365182,0.431621081,0.078536308,0.439626418,0.047621871,0.551701134,0.039893262,0.647765177,0.209922664,0.431621081,0.252430015,0.53569046,0.260158624,0.639759839,0.101722136,0.66377585,0.093993527,0.831887925,0.090129222,0.991994663,0.190601141,0.655770514,0.20605836,0.815877252,0.213786969,0.975983989,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.335557038
0.132636573,0.319546364,0.140365182,0.423615744,0.078536308,0.439626418,0.047621871,0.551701134,0.032164653,0.647765177,0.209922664,0.423615744,0.24856571,0.53569046,0.25629432,0.639759839,0.101722136,0.66377585,0.093993527,0.839893262,0.090129222,0.991994663,0.190601141,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.311541027,0.140365182,0.423615744,0.074672004,0.439626418,0.047621871,0.551701134,0.028300348,0.647765177,0.209922664,0.423615744,0.24856571,0.527685123,0.252430015,0.639759839,0.101722136,0.66377585,0.093993527,0.831887925,0.090129222,0.991994663,0.190601141,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.319546364,0.140365182,0.423615744,0.074672004,0.431621081,0.047621871,0.551701134,0.032164653,0.655770514,0.209922664,0.423615744,0.24856571,0.527685123,0.24856571,0.639759839,0.101722136,0.66377585,0.093993527,0.839893262,0.090129222,0.991994663,0.190601141,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.121043659,0.311541027,0.148093791,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.319546364,0.140365182,0.423615744,0.074672004,0.431621081,0.047621871,0.551701134,0.032164653,0.655770514,0.209922664,0.423615744,0.244701406,0.527685123,0.244701406,0.639759839,0.101722136,0.66377585,0.093993527,0.839893262,0.090129222,1,0.190601141,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.319546364,0.140365182,0.423615744,0.074672004,0.431621081,0.047621871,0.551701134,0.032164653,0.655770514,0.209922664,0.423615744,0.244701406,0.527685123,0.240837101,0.639759839,0.10558644,0.66377585,0.093993527,0.831887925,0.090129222,1,0.194465446,0.655770514,0.20605836,0.807871914,0.213786969,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.319546364,0.140365182,0.423615744,0.074672004,0.431621081,0.047621871,0.551701134,0.036028958,0.655770514,0.213786969,0.423615744,0.244701406,0.527685123,0.236972797,0.639759839,0.10558644,0.66377585,0.093993527,0.831887925,0.090129222,1,0.194465446,0.655770514,0.209922664,0.815877252,0.213786969,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.319546364,0.140365182,0.423615744,0.074672004,0.431621081,0.047621871,0.551701134,0.039893262,0.655770514,0.213786969,0.423615744,0.240837101,0.527685123,0.236972797,0.639759839,0.10558644,0.66377585,0.093993527,0.831887925,0.090129222,1,0.194465446,0.655770514,0.209922664,0.807871914,0.213786969,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.311541027,0.140365182,0.423615744,0.074672004,0.431621081,0.047621871,0.551701134,0.039893262,0.655770514,0.209922664,0.423615744,0.244701406,0.527685123,0.233108492,0.639759839,0.10558644,0.655770514,0.093993527,0.831887925,0.090129222,1,0.194465446,0.655770514,0.20605836,0.815877252,0.213786969,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.311541027,0.140365182,0.423615744,0.074672004,0.431621081,0.051486176,0.551701134,0.043757567,0.655770514,0.213786969,0.423615744,0.244701406,0.53569046,0.233108492,0.639759839,0.10558644,0.655770514,0.093993527,0.839893262,0.090129222,1,0.194465446,0.655770514,0.20605836,0.815877252,0.213786969,0.983989326,0.124907963,0.311541027,0.148093791,0.30353569,0.101722136,0.335557038,0.171279619,0.327551701
0.132636573,0.311541027,0.140365182,0.423615744,0.074672004,0.431621081,0.051486176,0.559706471,0.043757567,0.66377585,0.213786969,0.423615744,0.244701406,0.527685123,0.233108492,0.631754503,0.10558644,0.655770514,0.093993527,0.831887925,0.090129222,1,0.194465446,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.124907963,0.311541027,0.144229486,0.30353569,0.10558644,0.335557038,0.171279619,0.327551701
0.136500877,0.319546364,0.140365182,0.423615744,0.074672004,0.431621081,0.051486176,0.551701134,0.043757567,0.66377585,0.209922664,0.423615744,0.244701406,0.527685123,0.233108492,0.631754503,0.10558644,0.655770514,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.124907963,0.311541027,0.148093791,0.30353569,0.10558644,0.335557038,0.171279619,0.327551701
0.132636573,0.319546364,0.144229486,0.423615744,0.078536308,0.431621081,0.051486176,0.543695797,0.047621871,0.655770514,0.213786969,0.423615744,0.244701406,0.527685123,0.233108492,0.631754503,0.10558644,0.655770514,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.209922664,0.815877252,0.209922664,0.983989326,0.124907963,0.311541027,0.144229486,0.30353569,0.10558644,0.335557038,0.171279619,0.327551701
0.132636573,0.319546364,0.144229486,0.423615744,0.078536308,0.431621081,0.051486176,0.53569046,0.047621871,0.655770514,0.213786969,0.423615744,0.24856571,0.527685123,0.236972797,0.631754503,0.10558644,0.655770514,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.20605836,0.815877252,0.209922664,0.983989326,0.121043659,0.311541027,0.144229486,0.30353569,0.10558644,0.335557038,0.171279619,0.327551701
0.136500877,0.319546364,0.144229486,0.423615744,0.078536308,0.423615744,0.051486176,0.543695797,0.051486176,0.655770514,0.213786969,0.423615744,0.24856571,0.527685123,0.240837101,0.631754503,0.10558644,0.655770514,0.093993527,0.831887925,0.086264917,0.991994663,0.194465446,0.655770514,0.209922664,0.815877252,0.209922664,0.983989326,0.124907963,0.311541027,0.148093791,0.30353569,0.10558644,0.327551701,0.171279619,0.327551701
0.136500877,0.319546364,0.144229486,0.423615744,0.078536308,0.423615744,0.051486176,0.543695797,0.055350481,0.647765177,0.213786969,0.423615744,0.24856571,0.527685123,0.240837101,0.639759839,0.10558644,0.655770514,0.093993527,0.831887925,0.086264917,0.991994663,0.194465446,0.655770514,0.209922664,0.815877252,0.209922664,0.983989326,0.124907963,0.311541027,0.148093791,0.30353569,0.109450745,0.327551701,0.175143923,0.327551701
0.136500877,0.319546364,0.148093791,0.423615744,0.082400613,0.423615744,0.051486176,0.543695797,0.051486176,0.647765177,0.213786969,0.423615744,0.24856571,0.53569046,0.244701406,0.639759839,0.109450745,0.655770514,0.093993527,0.831887925,0.090129222,0.991994663,0.194465446,0.655770514,0.209922664,0.815877252,0.209922664,0.983989326,0.128772268,0.311541027,0.151958096,0.311541027,0.109450745,0.327551701,0.175143923,0.327551701
